505	43.21
702	43.08
621	47.85
2114	44.10
23	99.02
2339	69.36
438	34.77
1893	95.03
757	42.80
265	36.72
1241	31.53
964	17.38
702	49.44
1945	91.61
2395	16.59
1690	21.55
2086	44.14
1231	50.00
2155	40.51
11	72.08
171	24.72
683	42.31
1944	28.24
1947	44.06
626	40.88
315	21.46
1727	45.86
114	31.18
2487	34.69
411	49.99
278	34.41
2053	20.88
977	30.91
744	39.02
326	49.49
1036	17.92
1850	42.91
1400	33.11
1250	27.87
1514	34.64
777	31.10
2235	25.30
93	11.63
1560	39.36
1805	44.67
1893	57.04
702	27.65
2411	52.19
330	22.57
1724	47.98
390	9.53
1892	48.62
1516	49.94
1613	98.59
1282	32.85
1271	31.69
2006	47.16
174	31.06
1508	44.68
2486	17.00
245	38.99
46	14.92
491	48.53
543	56.15
971	20.85
692	95.36
6	27.55
883	27.54
114	49.91
17	54.24
250	49.85
702	12.66
1683	49.42
472	33.26
167	35.39
1185	41.00
2	31.77
382	43.94
2031	23.97
1893	34.03
87	29.25
2453	47.60
1343	49.97
113	37.98
105	29.94
1893	80.63
158	45.93
941	64.92
2486	32.89
1436	37.62
1119	38.73
772	40.42
951	24.72
1605	19.51
284	37.82
1486	36.96
413	10.98
251	84.82
375	16.14
1850	31.65
1564	38.67
1893	13.62
872	49.84
752	42.19
2348	18.39
231	97.97
51	15.71
398	49.35
1690	23.35
2088	48.64
1282	36.07
484	41.70
419	40.62
2154	49.16
1398	59.26
438	22.28
384	35.09
2086	31.71
1521	20.37
1296	48.16
45	13.44
751	43.52
1756	30.84
1158	50.00
1980	99.99
797	20.69
330	24.19
439	27.58
230	81.69
85	40.01
2096	47.37
1827	30.46
1850	36.12
2134	27.24
2486	48.92
143	39.24
535	27.77
330	39.68
142	49.19
2502	26.42
1256	45.23
303	33.69
292	100.00
1743	22.65
1601	17.08
2486	47.73
2062	18.73
466	20.90
1837	21.03
1574	21.42
1204	89.66
2099	22.48
172	17.23
40	52.75
1271	92.40
1108	68.63
330	45.68
1173	25.92
1855	26.54
439	42.99
654	19.83
385	32.49
2086	48.03
2115	48.40
141	21.61
1818	22.93
1239	36.47
357	29.16
1320	99.93
777	41.10
1112	54.40
963	36.43
2162	26.75
382	26.31
250	99.02
1298	36.47
2016	30.62
1298	68.80
149	30.08
347	37.07
355	13.89
12	31.39
163	43.18
1890	39.93
449	22.95
241	36.13
1850	69.63
2353	49.79
1978	47.52
963	26.75
304	17.48
648	25.01
583	48.60
583	49.79
1850	36.43
1904	15.71
195	39.72
696	74.38
2199	35.03
2450	40.70
1683	33.06
1691	25.63
438	43.63
1560	49.99
1150	44.56
1629	49.67
1158	37.18
678	47.02
964	23.91
892	46.91
711	49.72
188	13.13
1948	11.68
549	31.65
2294	84.74
127	41.35
1038	36.78
429	95.34
1094	32.72
1262	35.36
378	43.41
301	76.17
2240	16.69
1912	52.58
382	77.80
1899	27.85
1629	12.34
742	93.64
741	71.66
2080	54.16
640	15.11
2416	47.67
940	46.28
686	29.75
1002	49.00
1048	22.64
2026	98.39
1601	27.14
2002	23.93
439	45.79
587	39.59
744	35.21
386	41.93
39	27.48
907	96.66
1709	30.61
421	41.87
1893	43.48
1690	22.97
1217	49.11
478	90.66
1448	11.21
383	18.25
181	70.13
167	49.86
811	70.25
172	52.91
2299	59.82
1112	29.52
713	30.36
1598	16.38
167	22.94
1805	18.61
593	43.18
382	41.60
439	39.85
1805	38.60
1592	16.06
708	20.92
149	59.17
2404	12.37
247	40.97
1850	89.78
1564	31.75
266	17.29
2396	49.45
1691	46.09
82	24.43
606	32.49
1871	33.90
1038	45.92
1494	50.00
1570	48.65
472	36.29
419	36.81
1514	34.98
1957	26.70
1109	12.95
148	68.66
164	26.68
148	94.66
1734	49.95
325	22.74
366	45.71
702	44.80
964	38.33
964	39.31
1829	40.16
1282	24.17
1709	31.47
322	24.27
247	45.77
1473	60.65
79	20.66
1533	63.74
293	29.36
1040	24.09
869	82.11
490	8.38
145	18.37
453	21.65
2007	35.20
1701	43.77
1573	50.58
328	49.83
1541	41.92
1791	26.23
134	24.99
1893	45.39
2321	37.15
1531	33.60
301	41.86
172	31.27
811	27.94
1162	69.45
622	45.70
1189	57.02
1906	46.42
2028	35.88
421	16.76
241	22.78
447	32.04
46	37.30
413	26.15
1147	22.48
1805	31.47
2086	32.55
1284	28.24
107	91.76
1138	22.99
1380	42.66
2134	18.54
264	28.75
1878	32.28
1436	46.24
2013	21.05
336	26.84
1233	70.22
372	44.11
2450	34.10
237	30.99
2197	49.17
347	21.90
181	24.26
869	31.17
1601	34.64
978	45.33
212	45.32
1066	33.43
77	25.70
2002	38.69
1829	45.21
1630	30.53
440	45.19
779	50.67
2	30.93
2351	48.17
185	38.80
211	35.71
158	31.11
1601	32.28
1040	36.56
69	7.63
265	54.42
2250	38.99
546	42.93
278	59.80
2417	22.07
382	28.26
841	48.61
1590	38.25
2383	37.47
357	22.70
834	13.06
1002	38.45
405	64.57
2463	46.27
222	36.39
461	33.19
1676	46.91
1818	38.77
15	35.29
869	95.02
1607	21.05
2086	53.33
519	25.21
895	36.70
429	99.15
1533	45.43
278	25.73
1802	38.37
892	36.08
656	25.37
2206	58.20
2168	49.84
244	38.48
527	41.27
300	42.21
2276	44.47
255	61.89
1893	46.70
216	19.51
2292	29.77
192	33.98
1352	41.80
1533	36.65
676	47.24
1110	22.00
2408	32.59
1560	49.86
2280	68.95
46	22.24
2026	93.64
1743	26.35
1085	40.95
51	45.49
384	38.29
1255	21.33
366	32.32
2163	25.57
894	34.49
394	30.96
2337	66.33
1808	27.10
1293	33.37
1342	30.00
1409	52.57
583	48.84
241	40.82
1010	24.73
74	28.27
2495	40.07
1906	86.66
1560	47.02
1085	99.75
34	22.06
75	22.24
37	49.30
391	41.20
2266	37.40
2354	45.63
621	43.17
2432	34.70
212	40.27
1228	32.26
711	47.06
337	12.63
1893	96.16
358	14.57
201	25.83
46	32.23
1109	20.40
1957	21.65
444	34.75
2051	7.59
1131	68.50
779	32.51
2287	38.33
2199	49.90
2404	29.52
2081	40.27
702	31.53
2450	50.00
1554	52.42
1237	18.57
1690	55.27
1632	45.94
107	43.37
754	49.84
2482	40.33
2115	36.22
1185	28.24
141	12.17
1953	39.46
1533	48.97
1893	56.39
1354	32.56
1352	35.59
1632	30.52
1352	50.16
990	16.79
1085	49.85
1959	49.82
1893	48.36
2453	50.00
82	11.43
1947	41.32
990	41.02
1727	55.70
1256	32.67
1644	45.81
484	39.03
167	50.13
438	35.77
120	3.95
2082	70.63
846	30.54
964	10.96
1548	45.76
964	16.58
1755	99.99
478	26.68
1222	28.49
2326	58.05
1352	41.89
165	42.52
813	56.98
1609	33.18
2162	33.82
1912	31.72
2236	6.25
516	35.03
115	59.33
1484	46.88
1324	45.04
1025	35.55
2434	34.54
178	47.27
2327	23.88
420	31.48
71	20.22
1717	49.99
365	44.12
167	99.99
1328	26.63
1893	42.54
439	25.84
2322	83.16
2181	46.42
1040	27.07
711	12.72
937	49.02
2086	17.51
546	77.61
263	22.70
1880	49.75
1813	42.08
2482	26.87
268	26.76
376	13.62
880	30.18
2113	70.69
119	11.99
1805	60.44
1131	16.54
2003	19.84
1158	60.47
869	49.24
330	43.75
2163	24.52
2346	49.97
1002	12.18
2409	49.98
374	95.29
247	36.76
1488	25.76
1880	49.27
382	27.31
1803	25.06
438	55.65
390	49.83
1152	49.99
603	65.17
1893	30.89
702	35.94
1319	39.93
900	29.88
964	16.28
1912	98.56
2444	42.93
469	43.69
1576	45.84
292	56.19
472	25.70
963	29.42
535	45.99
304	77.82
187	55.88
2440	23.57
1481	85.54
2219	49.81
238	49.16
1494	35.63
638	41.10
991	44.11
1382	83.62
271	15.48
692	38.24
702	40.21
2284	28.24
969	28.35
109	20.49
987	45.21
1324	49.04
110	28.97
1376	32.28
1324	49.96
438	34.95
1214	89.66
419	23.18
614	25.51
1347	29.73
241	26.91
1160	46.28
114	49.46
1970	74.97
2364	21.11
484	48.73
438	11.72
1154	38.04
1132	45.18
167	91.01
279	15.51
2081	51.83
850	44.53
2327	49.12
2015	11.88
1041	57.62
971	33.31
765	43.24
278	38.86
1098	26.47
533	25.63
168	36.31
128	22.77
57	37.80
302	36.80
1893	23.11
1224	20.14
1727	75.32
1803	43.11
382	47.03
598	88.93
777	39.67
163	96.16
2179	12.77
382	28.77
2083	32.73
142	91.26
438	41.79
1062	42.16
2346	46.43
390	31.53
1893	68.73
1893	46.20
2317	19.99
9	32.13
421	15.95
1324	13.52
586	89.55
382	48.22
1158	19.15
252	23.95
2278	49.74
1690	36.84
2028	48.66
1099	50.00
2453	79.08
1711	49.42
248	49.97
447	47.31
2035	25.62
23	92.09
2000	41.51
2086	37.13
421	16.74
2150	22.80
743	19.19
1000	65.94
1002	42.71
1410	81.90
964	48.16
964	22.54
2486	46.50
1190	97.27
1926	49.85
702	23.36
442	23.46
1298	51.22
1844	31.59
1221	67.11
2197	36.05
1196	21.40
1879	28.09
1685	47.36
382	43.61
1259	21.50
263	15.31
1353	23.43
1198	43.66
366	43.70
499	54.57
17	47.66
492	49.19
2482	46.65
2048	36.86
2397	32.41
1210	49.22
1893	27.05
1754	21.30
1896	29.22
1893	40.77
521	33.10
1127	35.19
702	47.58
1125	17.84
1827	48.22
29	40.90
872	61.39
1443	32.23
1937	54.44
2101	18.71
167	39.79
1066	16.79
2160	38.49
1830	24.81
583	40.82
455	28.12
2266	47.00
59	30.20
1827	49.53
1576	45.21
472	49.37
2302	39.14
2302	49.26
744	42.83
2028	50.00
1946	99.90
475	27.09
449	33.61
472	30.97
2010	41.31
301	16.35
314	41.88
1646	43.21
2107	23.14
879	15.83
406	24.99
8	46.94
1893	45.59
1944	45.14
598	23.14
2088	27.75
554	69.02
161	99.91
205	31.32
1576	39.61
1033	80.76
1621	45.18
405	39.15
1145	46.17
2352	18.92
390	42.97
1841	35.65
528	54.16
376	20.36
391	44.90
1285	36.89
702	28.85
1622	52.57
951	98.72
1893	47.88
1130	28.05
1893	78.67
1628	12.61
2180	35.79
491	22.73
2108	69.68
1298	15.48
1751	45.18
1805	49.97
378	45.43
382	35.59
1473	28.44
198	14.98
702	61.88
1020	48.26
1690	21.36
1048	34.65
382	55.27
1698	28.44
964	92.03
546	32.23
86	37.29
245	44.78
2196	22.79
272	44.23
1893	46.49
385	21.86
345	42.85
1519	37.24
1110	25.02
702	11.86
1164	33.10
1009	24.72
445	33.58
998	40.33
158	34.96
1444	89.60
2380	22.60
678	19.13
924	32.73
2362	43.14
395	17.18
1498	25.39
2466	15.69
2482	99.71
115	26.43
1282	21.66
283	19.43
2086	26.34
1949	46.79
1589	33.94
37	53.80
301	33.83
1820	27.43
395	38.85
1282	53.69
2247	36.40
2199	86.50
437	35.53
511	75.64
597	26.61
1549	23.07
227	30.89
366	27.10
776	72.07
972	23.68
472	48.83
1290	48.73
1601	19.20
2298	31.04
1960	26.98
1957	49.25
1912	35.80
2151	48.62
137	31.73
2144	93.79
299	49.94
1896	53.55
2382	36.08
108	36.48
1112	74.79
301	32.37
1399	22.11
2028	17.98
484	50.11
1243	62.71
777	60.24
1564	35.52
495	81.65
1335	26.33
1178	46.18
438	13.75
2337	67.05
181	31.34
438	33.02
1690	41.88
1286	25.26
728	31.39
515	30.52
634	42.72
2470	34.34
619	41.05
324	45.97
753	11.28
941	35.76
894	41.91
365	27.43
1256	47.69
86	59.23
163	47.65
2350	62.07
811	49.78
2089	26.18
145	41.48
1893	24.38
446	84.52
1451	69.73
2115	55.75
2474	24.48
314	34.79
1172	26.70
923	41.22
759	37.61
411	96.88
1690	67.13
223	37.18
426	47.65
2194	39.25
402	12.38
1988	35.20
1538	24.97
442	38.14
315	10.55
1560	42.32
1405	14.77
1337	47.65
204	18.50
1145	44.20
484	22.59
2	21.56
664	49.71
2002	42.97
329	96.64
1690	21.34
453	42.66
2	46.11
1287	49.06
1976	40.47
2071	43.46
1048	39.50
6	46.34
1286	56.31
19	45.24
108	66.74
174	13.08
2474	34.70
421	41.96
392	12.54
1541	48.17
1912	26.36
115	33.72
77	31.33
1382	49.95
1825	41.80
821	28.01
413	11.07
471	24.73
1284	21.00
55	47.57
964	42.91
1009	22.65
554	29.05
1384	30.80
2482	85.76
586	23.18
1841	37.70
2236	30.39
1756	39.59
1825	25.72
39	17.08
587	29.96
1245	50.01
272	39.33
1416	56.07
700	79.59
1893	30.60
1284	14.29
2233	42.35
419	99.83
1149	14.15
2236	29.84
772	27.45
115	22.90
1825	46.51
590	34.38
583	82.74
2086	75.58
350	50.18
1533	56.39
207	32.17
330	22.39
241	64.66
1237	49.56
308	49.81
2030	43.85
351	31.90
1703	68.16
472	26.59
498	49.43
268	18.36
1538	37.36
677	28.91
440	44.98
1220	49.60
1404	27.70
2298	29.10
39	23.50
390	25.77
583	26.79
31	47.48
546	49.30
129	24.42
214	14.88
245	35.93
488	69.13
941	22.26
112	93.22
2289	16.29
1043	18.23
1955	24.56
340	24.06
461	43.82
776	45.78
679	36.28
1893	82.25
87	18.41
199	19.27
1343	48.38
1043	27.79
340	25.05
1282	26.13
553	17.70
313	16.19
1242	90.72
263	26.98
254	25.58
1353	27.05
2086	48.60
1883	43.86
1013	78.71
108	26.62
1284	23.75
2046	45.96
1944	37.66
2194	30.83
1855	14.23
1893	25.24
994	17.36
1026	47.81
276	41.55
1893	11.66
2002	19.60
428	42.74
1827	31.94
1805	44.67
384	44.55
1717	25.97
1928	24.19
550	45.37
495	26.90
382	24.87
2284	34.43
382	72.83
889	46.40
159	49.31
461	32.41
30	32.95
113	25.50
1342	22.56
1805	28.97
1733	98.08
2461	37.80
143	18.75
1437	31.55
278	96.28
2238	38.34
2236	49.53
162	18.40
781	40.20
201	53.16
267	45.73
2310	27.49
765	39.84
871	49.24
472	90.94
2380	26.13
1818	55.32
1676	33.63
1893	47.75
582	45.12
977	47.44
25	49.57
786	45.24
293	45.10
559	49.97
2398	30.49
484	29.58
175	28.11
2001	49.93
241	14.45
1834	30.14
824	37.98
1085	50.00
1324	37.91
777	47.59
1610	27.78
1488	36.57
2415	19.98
702	32.33
382	99.41
1156	45.37
1377	23.27
1671	27.51
2069	49.86
1673	16.10
419	40.33
1893	85.14
2086	49.97
1544	36.05
2380	41.80
1324	30.73
2266	29.38
278	41.00
1431	20.47
800	94.43
830	34.60
216	21.63
244	35.08
1570	20.08
1451	62.76
2006	16.40
492	44.23
478	97.14
1936	31.05
1040	26.94
246	64.54
272	20.02
366	39.73
1533	18.83
438	17.82
928	34.78
1110	47.41
2	37.64
1158	41.54
794	24.80
506	57.44
970	10.40
1822	44.71
2046	75.04
456	44.63
2459	64.29
942	65.55
989	46.16
1925	64.23
2114	57.13
1893	49.75
583	74.11
167	99.41
358	12.30
932	18.22
1140	21.44
253	45.52
1687	42.42
290	29.81
412	34.28
2461	43.87
1925	43.19
619	26.42
499	70.67
646	42.98
2177	28.45
583	47.44
1298	38.45
391	37.01
1691	49.25
2095	49.97
1067	49.29
267	45.73
861	46.74
1085	92.71
1755	73.57
1560	98.99
1533	41.31
1898	34.84
250	49.36
593	14.61
1592	48.11
1878	31.64
270	34.98
1623	45.88
971	38.28
2314	36.72
293	43.36
81	11.30
2337	39.39
35	22.49
1484	93.14
2038	38.78
546	49.51
1002	48.50
1549	96.71
2453	50.39
1295	69.36
1833	15.89
594	27.54
484	58.01
660	21.07
1855	19.50
1533	10.36
599	29.25
869	46.26
1923	45.40
2327	49.71
7	28.49
1620	45.64
237	43.75
187	27.38
382	30.48
217	10.24
879	25.19
2486	25.38
158	59.23
684	49.77
1893	23.71
1880	23.66
63	35.72
303	20.98
1094	53.56
702	49.22
2470	31.06
1028	49.62
1560	38.96
1912	43.43
140	13.58
1112	38.70
1682	37.26
658	48.45
1250	22.56
1671	49.44
2312	30.54
2127	22.09
702	50.00
2037	25.28
439	54.70
490	65.91
86	90.87
245	35.93
80	25.31
1893	48.07
791	26.13
2461	40.33
369	46.29
907	49.84
143	35.77
1576	37.69
17	31.83
2076	47.03
101	34.58
583	37.51
1627	17.55
1632	66.09
274	47.68
443	68.66
741	46.85
1078	25.42
340	52.60
1203	49.89
2470	49.59
278	25.06
346	20.59
1044	57.14
199	38.94
303	48.50
2179	45.69
1893	35.96
1085	24.69
472	43.66
167	50.05
1560	20.84
82	17.43
1893	29.10
820	32.18
1690	44.42
1085	99.91
546	96.36
532	46.86
392	30.32
2351	23.17
508	49.85
772	66.94
656	31.39
330	40.45
471	49.43
549	49.03
2046	49.74
2346	33.92
90	26.39
1140	20.98
1893	43.47
332	39.75
1907	58.08
2504	24.12
352	45.36
1008	24.22
1613	26.67
1850	48.81
1885	43.86
94	22.77
382	49.52
701	21.64
225	23.78
378	44.24
908	17.86
1091	12.19
1826	33.74
57	21.85
85	38.41
2026	98.12
1239	33.18
472	48.49
408	17.29
1690	20.17
961	28.25
1592	55.77
330	43.81
441	46.24
366	26.73
2495	36.15
594	42.94
1644	42.07
427	33.43
1564	38.46
272	24.89
1451	80.42
1160	74.66
916	48.93
108	17.02
484	37.13
2103	45.44
1045	19.99
2113	47.03
50	26.84
1733	40.88
1553	35.06
382	49.54
1285	27.30
1024	33.53
445	26.52
598	25.75
1554	44.22
267	26.65
1427	27.31
36	28.47
450	23.07
2330	43.44
278	57.33
702	76.33
267	22.31
583	48.36
484	22.95
1926	49.04
826	95.59
240	19.20
1733	30.51
2115	48.55
330	43.21
621	41.55
1023	48.46
1893	46.06
257	25.73
1669	46.91
438	81.15
1024	53.04
1818	39.36
206	48.60
245	23.23
1287	58.66
2419	32.93
1589	49.15
2346	100.00
85	42.26
2325	47.52
1033	50.00
1479	25.44
420	52.57
2482	18.70
627	62.79
1733	50.40
950	47.56
2086	46.17
1738	18.62
1341	47.92
504	14.91
1739	78.29
79	34.98
811	66.84
187	32.45
2145	34.45
2495	49.96
1838	44.87
2001	26.26
2495	40.24
2439	48.06
336	98.55
606	19.84
1337	45.96
2504	58.84
1541	49.89
2383	67.56
345	20.76
1802	19.89
265	63.45
491	30.65
1140	53.93
1878	22.77
2466	49.05
1282	22.32
1767	61.21
1254	47.72
1220	46.51
439	22.52
1988	25.89
791	36.69
1268	22.37
613	37.28
167	42.43
1896	45.48
199	45.19
245	29.97
1944	49.74
342	28.13
682	30.08
715	27.42
1689	28.97
392	19.94
2077	32.01
702	12.72
710	48.05
2027	44.93
2386	37.37
432	49.16
1283	80.89
700	15.35
167	50.25
87	8.50
1805	30.96
167	31.67
443	40.50
1367	18.14
1063	17.79
472	36.95
2426	40.60
370	22.57
457	14.94
340	49.66
2262	37.69
606	49.41
484	55.52
2179	42.38
1945	49.14
1269	94.20
750	29.99
702	21.34
57	22.51
195	27.08
542	21.02
340	48.70
197	31.44
669	49.18
392	14.57
252	27.81
1391	29.37
67	13.59
2281	54.55
31	30.12
169	13.98
1489	49.13
546	34.26
1256	49.64
951	50.77
2093	41.62
1953	24.93
1827	49.98
210	37.09
1270	45.45
390	57.48
477	16.67
1544	47.22
583	44.16
1360	49.75
1554	16.27
1441	24.08
385	45.38
372	22.66
1487	32.26
930	34.22
1590	47.29
1516	88.20
39	33.37
1479	23.47
2384	18.07
2086	44.05
1677	93.18
286	38.76
1047	37.73
2486	17.33
1893	41.02
1739	40.89
2225	31.61
367	27.68
82	45.67
1436	25.27
2	14.19
1797	83.77
2486	30.10
829	36.45
508	65.67
808	40.84
2162	46.35
1244	49.95
747	28.49
86	54.76
1945	47.46
1420	33.70
288	14.66
42	18.86
1554	29.30
549	31.31
2322	10.21
438	45.18
2351	49.80
2299	81.16
811	57.26
968	28.97
964	31.66
504	11.04
1048	37.85
484	47.02
1299	86.31
1893	42.50
1893	86.20
281	34.02
255	32.09
438	29.32
424	29.51
2044	18.41
2144	49.90
1149	48.94
768	58.50
1959	34.45
2218	48.81
2125	39.09
1749	32.45
439	18.40
1688	14.23
583	45.25
421	42.88
1927	97.41
883	49.96
1432	53.26
802	40.21
463	49.53
1131	21.40
2086	49.81
2002	39.97
660	43.90
93	26.02
2199	99.99
378	37.43
683	37.62
1324	40.19
1601	19.14
2486	49.62
606	89.84
1841	20.91
2238	49.26
194	18.41
1099	49.38
583	12.95
1560	44.79
578	44.17
1739	42.15
1878	31.55
1875	93.16
81	34.94
2413	19.88
2285	16.80
788	40.76
239	18.01
1589	38.61
1359	41.11
466	65.61
382	45.83
437	16.97
143	48.05
1893	51.39
1589	28.76
382	96.30
508	39.28
2157	99.59
873	41.69
557	24.75
1220	49.84
2086	81.85
1706	48.44
183	59.89
2162	24.75
385	99.99
1893	17.22
472	27.43
653	32.92
246	82.13
1451	61.65
62	86.49
1734	30.92
353	44.56
87	27.33
498	44.25
1085	31.28
133	44.09
1482	40.41
499	39.26
245	24.94
1878	22.23
215	22.90
200	27.76
501	30.86
110	16.33
1564	23.69
2177	37.20
2077	27.28
2423	66.60
340	50.00
1709	27.58
1130	30.51
494	71.53
355	34.43
1368	33.74
1196	45.09
1289	95.22
484	66.62
890	41.17
492	38.14
1343	70.32
478	64.69
815	13.81
193	41.64
278	63.35
1138	55.87
1231	47.04
955	57.93
2281	35.33
976	43.68
765	44.21
421	28.35
703	18.27
1437	13.49
2076	94.42
961	21.22
489	78.61
533	47.28
197	27.80
1686	90.44
1893	43.35
508	72.96
1957	65.17
227	64.94
438	46.87
161	46.76
168	55.33
614	34.95
1240	26.96
2434	28.91
194	32.17
1447	31.91
2495	36.21
376	30.60
155	26.63
46	35.98
1893	30.65
441	49.06
686	24.43
2482	34.57
288	40.42
2395	17.55
448	33.14
158	31.11
2006	23.99
116	29.05
1169	46.17
167	100.00
1837	48.65
303	44.71
421	43.15
472	27.02
927	30.03
998	23.40
2272	43.87
1085	41.60
1292	24.93
583	45.02
2461	37.80
374	11.24
1893	57.51
702	85.98
1231	19.39
2359	38.38
167	47.16
1274	38.71
583	39.90
811	71.83
615	48.58
1164	48.52
1486	32.99
2346	38.43
452	17.87
1543	44.90
1560	47.07
2197	45.22
1590	22.01
123	39.22
2480	25.62
702	81.00
380	25.81
1271	36.52
1256	49.89
2197	46.70
2162	47.61
2422	39.09
377	43.53
114	44.81
330	53.77
1829	64.86
911	39.71
2455	20.96
2261	25.44
2197	46.30
1162	92.96
2453	89.58
791	49.53
2495	42.27
380	34.64
1521	25.58
1721	35.96
2310	19.45
822	49.85
241	21.04
1619	96.68
436	85.64
491	31.44
283	46.47
144	78.12
2121	52.20
114	49.26
245	48.89
2383	33.89
2292	42.19
1533	84.43
1912	25.26
1095	25.63
1660	73.93
1000	49.65
1025	47.42
1220	15.62
129	46.52
1611	88.27
414	24.96
223	72.42
359	48.72
2496	21.81
1140	15.40
1006	48.04
517	64.84
1377	48.09
702	23.91
2398	38.57
2299	33.85
583	49.85
313	31.54
1893	38.25
429	36.82
2149	36.26
2202	21.24
283	34.28
1805	48.77
490	26.55
1971	49.70
1228	14.67
1460	30.80
1029	14.64
2071	24.02
1233	48.38
1284	24.84
702	98.15
2494	25.33
744	40.30
1158	32.39
700	46.42
2357	30.55
74	22.43
2038	76.68
208	20.00
629	27.20
2113	49.23
2205	15.77
300	41.46
215	20.71
1893	42.71
1832	49.76
1444	24.65
1479	59.37
702	34.79
527	21.28
524	41.03
772	47.61
2500	11.99
63	27.69
2199	27.73
1304	33.96
2186	25.90
1690	25.64
278	40.76
191	24.85
2180	25.15
2056	31.75
444	13.36
1912	30.21
175	34.18
892	33.70
168	88.33
491	42.87
1354	28.89
1850	49.92
1883	22.30
1626	17.83
846	34.29
2040	64.39
1755	24.41
1324	47.69
2222	43.12
1734	40.53
923	54.04
964	35.31
2179	42.41
1690	36.73
484	71.18
2243	29.55
37	43.78
2495	46.20
2	20.26
996	34.94
472	96.00
2453	50.03
1803	16.50
762	36.47
1325	49.86
1832	29.10
2443	75.80
51	13.69
1237	17.97
826	26.90
2256	63.78
1521	30.49
9	49.89
686	72.50
1910	49.53
112	45.46
583	31.80
710	33.38
2236	48.08
