minimum length: 100
maximum length: 4476411
[0,5000]: 8.195489492567914e-05
[685000,690000]: 4.100461301896464e-09
[690000,695000]: 3.075345976422347e-09
[695000,700000]: 6.150691952844694e-09
[700000,705000]: 4.100461301896464e-09
[705000,710000]: 4.100461301896464e-09
[710000,715000]: 4.100461301896464e-09
[715000,720000]: 5.125576627370579e-09
[720000,725000]: 6.150691952844694e-09
[725000,730000]: 2.050230650948232e-09
[730000,735000]: 5.125576627370579e-09
[735000,740000]: 3.075345976422347e-09
[740000,745000]: 1.025115325474116e-09
[745000,750000]: 2.050230650948232e-09
[750000,755000]: 3.075345976422347e-09
[755000,760000]: 5.125576627370579e-09
[760000,765000]: 5.125576627370579e-09
[765000,770000]: 1.025115325474116e-09
[770000,775000]: 4.100461301896464e-09
[775000,780000]: 5.125576627370579e-09
[780000,785000]: 1.025115325474116e-09
[785000,790000]: 4.100461301896464e-09
[795000,800000]: 1.025115325474116e-09
[800000,805000]: 5.125576627370579e-09
[810000,815000]: 4.100461301896464e-09
[815000,820000]: 3.075345976422347e-09
[820000,825000]: 2.050230650948232e-09
[825000,830000]: 1.025115325474116e-09
[830000,835000]: 2.050230650948232e-09
[835000,840000]: 2.050230650948232e-09
[845000,850000]: 1.025115325474116e-09
[850000,855000]: 3.075345976422347e-09
[865000,870000]: 4.100461301896464e-09
[870000,875000]: 1.025115325474116e-09
[875000,880000]: 2.050230650948232e-09
[880000,885000]: 3.075345976422347e-09
[895000,900000]: 2.050230650948232e-09
[900000,905000]: 2.050230650948232e-09
[910000,915000]: 2.050230650948232e-09
[915000,920000]: 1.025115325474116e-09
[920000,925000]: 1.025115325474116e-09
[925000,930000]: 1.025115325474116e-09
[930000,935000]: 1.025115325474116e-09
[945000,950000]: 3.075345976422347e-09
[950000,955000]: 1.025115325474116e-09
[955000,960000]: 1.025115325474116e-09
[960000,965000]: 4.100461301896464e-09
[965000,970000]: 1.025115325474116e-09
[975000,980000]: 2.050230650948232e-09
[980000,985000]: 3.075345976422347e-09
[985000,990000]: 1.025115325474116e-09
[990000,995000]: 2.050230650948232e-09
[995000,1000000]: 2.050230650948232e-09
[1000000,1005000]: 2.050230650948232e-09
[1005000,1010000]: 3.075345976422347e-09
[1010000,1015000]: 3.075345976422347e-09
[1015000,1020000]: 2.050230650948232e-09
[1030000,1035000]: 1.025115325474116e-09
[1035000,1040000]: 3.075345976422347e-09
[1040000,1045000]: 1.025115325474116e-09
[1045000,1050000]: 3.075345976422347e-09
[1055000,1060000]: 1.025115325474116e-09
[1060000,1065000]: 1.025115325474116e-09
[1065000,1070000]: 3.075345976422347e-09
[1070000,1075000]: 1.025115325474116e-09
[1075000,1080000]: 1.025115325474116e-09
[1080000,1085000]: 2.050230650948232e-09
[1085000,1090000]: 1.025115325474116e-09
[1090000,1095000]: 1.025115325474116e-09
[1095000,1100000]: 2.050230650948232e-09
[1100000,1105000]: 1.025115325474116e-09
[1105000,1110000]: 3.075345976422347e-09
[1120000,1125000]: 1.025115325474116e-09
[1125000,1130000]: 1.025115325474116e-09
[1130000,1135000]: 1.025115325474116e-09
[1135000,1140000]: 2.050230650948232e-09
[1140000,1145000]: 1.025115325474116e-09
[1145000,1150000]: 1.025115325474116e-09
[1150000,1155000]: 1.025115325474116e-09
[1165000,1170000]: 1.025115325474116e-09
[1170000,1175000]: 2.050230650948232e-09
[1175000,1180000]: 2.050230650948232e-09
[1180000,1185000]: 2.050230650948232e-09
[1190000,1195000]: 2.050230650948232e-09
[1195000,1200000]: 1.025115325474116e-09
[1200000,1205000]: 2.050230650948232e-09
[1205000,1210000]: 1.025115325474116e-09
[1225000,1230000]: 2.050230650948232e-09
[1245000,1250000]: 1.025115325474116e-09
[1250000,1255000]: 1.025115325474116e-09
[1255000,1260000]: 2.050230650948232e-09
[1260000,1265000]: 2.050230650948232e-09
[1265000,1270000]: 2.050230650948232e-09
[1280000,1285000]: 1.025115325474116e-09
[1285000,1290000]: 1.025115325474116e-09
[1295000,1300000]: 1.025115325474116e-09
[1305000,1310000]: 1.025115325474116e-09
[1310000,1315000]: 2.050230650948232e-09
[1315000,1320000]: 1.025115325474116e-09
[1320000,1325000]: 1.025115325474116e-09
[1325000,1330000]: 1.025115325474116e-09
[1330000,1335000]: 2.050230650948232e-09
[1350000,1355000]: 1.025115325474116e-09
[1365000,1370000]: 1.025115325474116e-09
[1370000,1375000]: 1.025115325474116e-09
[1380000,1385000]: 2.050230650948232e-09
[1390000,1395000]: 2.050230650948232e-09
[1415000,1420000]: 2.050230650948232e-09
[1425000,1430000]: 1.025115325474116e-09
[1430000,1435000]: 2.050230650948232e-09
[1435000,1440000]: 2.050230650948232e-09
[1455000,1460000]: 2.050230650948232e-09
[1465000,1470000]: 1.025115325474116e-09
[1480000,1485000]: 2.050230650948232e-09
[1495000,1500000]: 1.025115325474116e-09
[1510000,1515000]: 1.025115325474116e-09
[1515000,1520000]: 1.025115325474116e-09
[1525000,1530000]: 3.075345976422347e-09
[1530000,1535000]: 1.025115325474116e-09
[1565000,1570000]: 2.050230650948232e-09
[1570000,1575000]: 2.050230650948232e-09
[1580000,1585000]: 1.025115325474116e-09
[1605000,1610000]: 1.025115325474116e-09
[1610000,1615000]: 1.025115325474116e-09
[1615000,1620000]: 2.050230650948232e-09
[1620000,1625000]: 3.075345976422347e-09
[1625000,1630000]: 1.025115325474116e-09
[1635000,1640000]: 1.025115325474116e-09
[1660000,1665000]: 1.025115325474116e-09
[1665000,1670000]: 1.025115325474116e-09
[1670000,1675000]: 2.050230650948232e-09
[1675000,1680000]: 1.025115325474116e-09
[1680000,1685000]: 1.025115325474116e-09
[1685000,1690000]: 1.025115325474116e-09
[1690000,1695000]: 1.025115325474116e-09
[1700000,1705000]: 1.025115325474116e-09
[1705000,1710000]: 1.025115325474116e-09
[1720000,1725000]: 1.025115325474116e-09
[1725000,1730000]: 2.050230650948232e-09
[1730000,1735000]: 1.025115325474116e-09
[1735000,1740000]: 1.025115325474116e-09
[1760000,1765000]: 1.025115325474116e-09
[1795000,1800000]: 1.025115325474116e-09
[1800000,1805000]: 2.050230650948232e-09
[1805000,1810000]: 1.025115325474116e-09
[1810000,1815000]: 1.025115325474116e-09
[1820000,1825000]: 1.025115325474116e-09
[1825000,1830000]: 1.025115325474116e-09
[1840000,1845000]: 1.025115325474116e-09
[1875000,1880000]: 1.025115325474116e-09
[1895000,1900000]: 1.025115325474116e-09
[1930000,1935000]: 1.025115325474116e-09
[1935000,1940000]: 1.025115325474116e-09
[1945000,1950000]: 1.025115325474116e-09
[1985000,1990000]: 1.025115325474116e-09
[1995000,2000000]: 1.025115325474116e-09
[2020000,2025000]: 1.025115325474116e-09
[2035000,2040000]: 1.025115325474116e-09
[2055000,2060000]: 1.025115325474116e-09
[2065000,2070000]: 1.025115325474116e-09
[2075000,2080000]: 1.025115325474116e-09
[2110000,2115000]: 3.075345976422347e-09
[2125000,2130000]: 1.025115325474116e-09
[2160000,2165000]: 1.025115325474116e-09
[2170000,2175000]: 1.025115325474116e-09
[2190000,2195000]: 1.025115325474116e-09
[2195000,2200000]: 1.025115325474116e-09
[2215000,2220000]: 1.025115325474116e-09
[2235000,2240000]: 2.050230650948232e-09
[2240000,2245000]: 1.025115325474116e-09
[2245000,2250000]: 1.025115325474116e-09
[2260000,2265000]: 1.025115325474116e-09
[2265000,2270000]: 2.050230650948232e-09
[2285000,2290000]: 1.025115325474116e-09
[2295000,2300000]: 2.050230650948232e-09
[2325000,2330000]: 1.025115325474116e-09
[2340000,2345000]: 1.025115325474116e-09
[2365000,2370000]: 1.025115325474116e-09
[2375000,2380000]: 2.050230650948232e-09
[2380000,2385000]: 1.025115325474116e-09
[2420000,2425000]: 1.025115325474116e-09
[2490000,2495000]: 1.025115325474116e-09
[2505000,2510000]: 1.025115325474116e-09
[2525000,2530000]: 1.025115325474116e-09
[2555000,2560000]: 1.025115325474116e-09
[2570000,2575000]: 1.025115325474116e-09
[2625000,2630000]: 1.025115325474116e-09
[2630000,2635000]: 2.050230650948232e-09
[2635000,2640000]: 1.025115325474116e-09
[2645000,2650000]: 1.025115325474116e-09
[2710000,2715000]: 1.025115325474116e-09
[2715000,2720000]: 1.025115325474116e-09
[2735000,2740000]: 1.025115325474116e-09
[2760000,2765000]: 1.025115325474116e-09
[2790000,2795000]: 1.025115325474116e-09
[2830000,2835000]: 1.025115325474116e-09
[2855000,2860000]: 1.025115325474116e-09
[2935000,2940000]: 1.025115325474116e-09
[2940000,2945000]: 1.025115325474116e-09
[2955000,2960000]: 1.025115325474116e-09
[2960000,2965000]: 1.025115325474116e-09
[3010000,3015000]: 2.050230650948232e-09
[3080000,3085000]: 1.025115325474116e-09
[3110000,3115000]: 1.025115325474116e-09
[3165000,3170000]: 1.025115325474116e-09
[3180000,3185000]: 1.025115325474116e-09
[3225000,3230000]: 1.025115325474116e-09
[3250000,3255000]: 1.025115325474116e-09
[3270000,3275000]: 1.025115325474116e-09
[3355000,3360000]: 1.025115325474116e-09
[3395000,3400000]: 1.025115325474116e-09
[3470000,3475000]: 1.025115325474116e-09
[3505000,3510000]: 1.025115325474116e-09
[3530000,3535000]: 1.025115325474116e-09
[3785000,3790000]: 1.025115325474116e-09
[3905000,3910000]: 1.025115325474116e-09
[4120000,4125000]: 1.025115325474116e-09
[4270000,4275000]: 1.025115325474116e-09
[4460000,4465000]: 1.025115325474116e-09
[4475000,4480000]: 1.025115325474116e-09
